SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,ISIN_CODE
503659,SWIL        ,XT,Q,28.25,28.25,28.25,28.25,INE948K01011
503691,SAHARA ONE  ,X ,Q,54.2,54.2,54.2,54.2,INE479B01016
503722,BANSW.SYNTEX,B ,Q,128.25,128.25,125.55,126.05,INE629D01012
503776,MODIPON     ,XT,Q,31.9,35,31.9,32,INE170C01019
503804,SHRI DINESH ,XT,Q,205,205,190.4,197.4,INE204C01024
503806,SRF LIMITED ,A ,Q,1800.95,1835.05,1771.1,1782.85,INE647A01010
503811,SIYARAM SILK,B ,Q,683.45,690,645,647.5,INE076B01028
503831,FOMENTO HOTE,X ,Q,150.6,151,149.85,150.3,INE241E01014
503837,SHREE RAJSYN,XT,Q,19.35,20.25,19.25,20.1,INE796C01011
503881,HIND.SYNTEX ,B ,Q,14.59,14.59,13.21,13.45,INE155B01012
503960,BHARAT BIJLE,B ,Q,1362.65,1381.7,1325.4,1358.25,INE464A01028
504000,ELPRO INTER ,X ,Q,61.85,61.85,60.4,60.7,INE579B01039
504008,EMCO LTD.   ,B ,Q,20.1,20.5,18.35,19.95,INE078A01026
504028,GEE LTD     ,X ,Q,49.7,51.75,49.05,49.7,INE064H01021
504036,HIND.RECT   ,B ,Q,122,123.95,115.05,118.25,INE835D01023
504058,NIPPOBATRY  ,B ,Q,880,883.55,860,879,INE567A01010
504067,ZENSAR TECH.,B ,Q,945,968,940.35,950.4,INE520A01019
504076,JYOTI LTD.  ,X ,Q,55.55,56,54.55,55.3,INE511D01012
504084,KAYCEE IND  ,X ,Q,7328,7328,6968,6968,INE813G01015
504092,INDOKEM LTD.,X ,Q,29.05,30,29,29.9,INE716F01012
504093,PANA ENERG  ,XT,Q,326,334.5,323,330.8,INE795A01017
504112,NELCO LTD.  ,B ,Q,121,124.2,118.85,121.5,INE045B01015
504132,PERM MAGNETS,XT,Q,72.75,72.75,70.65,70.65,INE418E01018
504176,HIGH ENERGY ,X ,Q,485,498.3,472.1,497.95,INE783E01015
504180,STD.BATTERY ,XT,Q,8.16,8.16,8.16,8.16,INE502C01039
504212,UNIV.CABLE  ,B ,Q,159.4,162.35,156.15,158.55,INE279A01012
504220,W.S.INDUSTR.,B ,Q,6.85,7.1,6.85,6.91,INE100D01014
504240,DELTON CABLE,XT,Q,27.95,27.95,27.9,27.9,INE872E01016
504258,LAKSHMI ELEC,X ,Q,775,781,698.1,703.5,INE284C01018
504273,TUMUS ELECTR,P ,Q,71.2,71.2,71.2,71.2,INE064R01012
504340,CONFINT     ,X ,Q,5.39,5.39,5.39,5.39,INE180M01033
504341,RELTD       ,XT,Q,38,38,38,38,INE206N01018
504392,KRISHNA VEN ,XT,Q,89.75,89.75,89.75,89.75,INE537L01010
504605,UNI ABEX    ,XT,Q,516.75,538,516.75,521.4,INE361D01012
504614,SARDA ENMIN ,B ,Q,541.1,558.9,526.15,547.5,INE385C01013
504646,BHAGWATI AUT,X ,Q,120.9,120.9,120,120,INE106G01014
504697,GALADA TELE.,XT,Q,6.75,7,6.75,7,INE255C01018
504701,GONTER PEIP ,SS,Q,7.07,7.09,7.06,7.09,INE530A01026
504741,IND.HUME PIP,B ,Q,411.15,413,404,405.6,INE323C01030
504786,INVEST &PREC,X ,Q,472.75,473,451,452.1,INE155E01016
504840,KAIRA CAN CO,XT,Q,1545.8,1545.8,1545.8,1545.8,INE375D01012
504879,ORIENT ABRAS,B ,Q,48,49.35,48,48.25,INE569C01020
504903,RATHI ST    ,XT,Q,2.97,2.97,2.69,2.75,INE336C01016
504908,DUNCANENG   ,ST,Q,80.1,85.75,80.1,85.75,INE340F01011
504918,SANDUR MANG.,X ,Q,1272,1296.95,1251,1259.25,INE149K01016
504959,STOVAC IND. ,X ,Q,3011,3090,3011,3038,INE755D01015
504961,TATA YODOGAW,XT,Q,73.4,75.9,71,71.5,INE895C01011
504966,TINPLATE    ,B ,Q,263.2,266.95,241.15,255.15,INE422C01014
504973,TIFHL       ,A ,Q,711,711,671,690,INE149A01033
504988,WELCAST     ,X ,Q,1151.6,1179,1116.3,1163.4,INE380G01015
505010,AUTO AXLES  ,B ,Q,1650,1686.95,1487,1555.6,INE449A01011
505029,ATLAS CYCLES,T ,Q,197.5,202.95,194,197.15,INE446A01025
505036,AUTO COR.GOA,X ,Q,1300,1387.9,1261.1,1298.35,INE451C01013
505075,SETCO AUTO  ,B ,Q,63.75,67.7,62.6,64.9,INE878E01021
505141,SCOOTERS IND,XT,Q,60.95,64.5,58.55,59.75,INE959E01011
505160,TALBROS AUTO,B ,Q,302,311.5,285,290.25,INE187D01011
505163,ZF STEERING ,B ,Q,1185,1204.95,1175,1179.4,INE116C01012
505192,SMLISUZU    ,B ,Q,848,850.85,840,843.35,INE294B01019
505196,TIL LTD.    ,B ,Q,619.65,624,598,604.8,INE806C01018
505200,EICHER MOTOR,A ,Q,26700,27394.7,26550.5,26948.9,INE066A01013
505212,JAINEX      ,XT,Q,49,49,49,49,INE280F01019
505216,ALFRED HERB ,XT,Q,1075.15,1114,1068,1100,INE782D01027
505230,CIMMCO      ,T ,Q,118,118,109,111.4,INE184C01028
505232,VELJAN      ,XT,Q,1090,1099.95,1060,1066.6,INE232E01013
505242,DYNAMAT.TECH,B ,Q,1850,1889,1850,1865.5,INE221B01012
505250,G.G.DANDEKAR,XT,Q,80,82.65,80,82,INE631D01026
505255,GMM PFAUDLER,X ,Q,721,749,720.05,728.25,INE541A01023
505283,KIRLOSAR PN ,B ,Q,930,944.8,930,939.25,INE811A01012
505299,KULK-POWER  ,XT,Q,49.35,51.9,49.35,51.85,INE731D01024
505302,LAXMI AUTOLM,XT,Q,68.55,68.55,68.55,68.55,INE718M01014
505320,LYNX MACH.  ,X ,Q,39.6,39.6,37.65,37.65,INE732D01014
505324,MANUGRAPH IN,B ,Q,51.2,52,49.3,50,INE867A01022
505343,MONOTYPE IND,X ,Q,3.85,3.85,3.85,3.85,INE811D01024
505355,NESCO LTD   ,B ,Q,608.8,614,600,603.55,INE317F01035
505358,INTEGRA ENG ,X ,Q,58,60.7,56.2,56.95,INE984B01023
505368,REVATHI EQU.,B ,Q,681.3,696,680,682.4,INE617A01013
505400,TEXINFRA    ,B ,Q,64.25,68,64.25,66.3,INE435C01024
505412,WENDT(INDIA),B ,Q,3247.05,3300,3150,3200,INE274C01019
505506,AXONVL      ,XT,Q,1.57,1.57,1.57,1.57,INE663D01011
505509,RESPON IND  ,B ,Q,39.1,39.45,39,39.35,INE688D01026
505523,MAHA CORP   ,X ,Q,0.29,0.29,0.29,0.29,INE272E01027
505526,DOLAT INV.  ,XT,Q,10.64,10.64,10.64,10.64,INE966A01022
505533,WESTLIFE DEV,B ,Q,359,360.95,338,351.75,INE274F01020
505537,ZEE ENTER   ,A ,Q,602.95,607.1,590,594.55,INE256A01028
505576,GOLDCORP    ,X ,Q,58.5,58.5,55.85,55.85,INE505D01014
505590,SVPGLOB     ,X ,Q,518.75,518.75,456,475.15,INE308E01011
505650,SKYL MILLAR ,XT,Q,4.62,4.99,4.62,4.91,INE178E01026
505665,ANTIF BEARNG,X ,Q,509.9,524.95,500,505.95,INE779A01011
505681,BIMETAL BEAR,X ,Q,622.7,639.95,620.1,624.9,INE469A01019
505688,BHARAT GEARS,B ,Q,200,202.4,194,195.9,INE561C01019
505690,BRADY MORRIS,X ,Q,76.75,76.75,76.75,76.75,INE856A01017
505693,LATIMMETAL  ,X ,Q,31.9,31.9,31.9,31.9,INE501N01012
505700,ELECON ENG  ,B ,Q,91.6,94,89.5,90,INE205B01023
505710,GRAUER& WEIL,B ,Q,67.15,68.8,66,68.2,INE266D01021
505712,GUJ.AUTO GE ,X ,Q,312,312,305.1,310.35,INE705G01021
505714,GABRIEL(I)  ,B ,Q,175,175,168.25,170.15,INE524A01029
505720,HERC.HOISTS ,B ,Q,142,143.25,140.25,141.35,INE688E01024
505726,IFB IND.LTD.,B ,Q,1266.75,1289.95,1212.25,1261.25,INE559A01017
505729,SINGER INDIA,X ,Q,50,51,49.05,49.45,INE638A01035
505737,INTER.COMBUS,X ,Q,540,554,526,526.5,INE403C01014
505744,FED MOG GOE ,B ,Q,557.25,557.25,531,535.65,INE529A01010
505750,JOSTS ENG.  ,X ,Q,1273.25,1299,1230.35,1237.15,INE636D01017
505790,SCHAEFFLER  ,B ,Q,5599.95,5649.9,5409.5,5456.6,INE513A01014
505800,RANE HOLDIN ,B ,Q,2481.9,2549.25,2471.6,2501.15,INE384A01010
505827,SNL BEARINGS,X ,Q,391,391,381.35,385.75,INE568F01017
505840,JAIPAN INDUS,XT,Q,55.5,55.5,51.5,52.2,INE058D01030
505850,MANCREDIT   ,X ,Q,4.09,4.12,4.01,4.03,INE545L01021
505854,TRF LTD.    ,T ,Q,225.15,234.5,223.1,226.25,INE391D01019
505872,WPIL LTD.   ,X ,Q,670,685,668,679,INE765D01014
505890,KENNAMETAL  ,B ,Q,844,844,809,818.7,INE717A01029
505893,HIND.HARDY  ,XT,Q,104,104,104,104,INE724D01011
505978,TRITON VALVE,X ,Q,2349,2398,2255,2263.9,INE440G01017
506003,SUDAL INDUS ,XT,Q,13.23,14.5,13.23,14.5,INE618D01015
506016,JRIIIL      ,XT,Q,1.34,1.34,1.34,1.34,INE022M01029
506022,PRAKASH IND.,B ,Q,211.9,219,207.3,212.4,INE603A01013
506074,ARSHIYA     ,B ,Q,97,99.1,93.45,94.3,INE968D01022
506076,GRIND NORTON,B ,Q,545,545,501,516.85,INE536A01023
506079,LAKSHMI PREC,B ,Q,52.2,54.55,50.2,51.8,INE651C01018
506105,STANROSE MAF,X ,Q,167,170,165.55,166.8,INE441L01015
506109,GENESYS INT.,B ,Q,285.2,292.75,281.7,283.15,INE727B01026
506128,PARNAXLAB   ,X ,Q,58.9,58.9,55.5,55.85,INE383L01019
506142,VYAPAR INDS ,X ,Q,33.7,35.4,33.7,35.4,INE070G01012
506146,VISAGAR POL ,B ,Q,1.23,1.27,1.17,1.27,INE370E01029
506184,KANANI IND  ,B ,Q,9.02,9.59,8.93,9.07,INE879E01037
506186,GALAXY ENTER,XT,Q,26.5,26.5,26.5,26.5,INE403B01016
506194,ARIH SUPER  ,B ,Q,156.4,158.85,153.05,158.6,INE643K01018
506197,BLISSGVS PH ,B ,Q,208,209.6,205,205.45,INE416D01022
506222,INEOSSTYRO  ,B ,Q,999,1008,972,977.55,INE189B01011
506235,ALEMBIC LTD.,B ,Q,64.8,66.2,63.75,64.8,INE426A01027
506248,AMINES&PLAST,X ,Q,78,81.95,77.65,80.85,INE275D01022
506260,ANUH PHARMA ,X ,Q,172.1,173,168.5,169.7,INE489G01022
506261,MODISON MET.,X ,Q,78,78,76,76.7,INE737D01021
506285,BAYER CROP  ,A ,Q,4575,4581.45,4510,4539.75,INE462A01022
506365,CHEMO PHARMA,XT,Q,41.8,41.8,41.75,41.75,INE320M01019
506390,CLARI CHEM  ,B ,Q,636.35,647.45,620,635,INE492A01029
506395,COROM INTER ,A ,Q,528.05,558,523.05,552.5,INE169A01031
506401,DEEPAK NITR.,B ,Q,278.95,284.05,275,277.95,INE288B01029
506405,DHARAMSI CHM,X ,Q,108.75,111.4,106,106.7,INE505A01010
506414,DIL LTD     ,XT,Q,2700,2700,2522,2551,INE225B01013
506480,GOCLCORP    ,B ,Q,607.5,608,596,598.35,INE077F01035
506520,JAYSHRI CHEM,X ,Q,18.5,18.6,17.5,18,INE693E01016
506525,KANORIA CHEM,B ,Q,90.15,92,88.05,88.5,INE138C01024
506528,KELTECH EN. ,XT,Q,1529,1575.8,1446,1570.25,INE881E01017
506530,KEMP & CO.  ,X ,Q,607.7,607.7,607.7,607.7,INE060E01018
506532,NITTA GELA  ,X ,Q,239.8,239.8,218,222.3,INE265B01019
506579,ORIENT.CARB.,B ,Q,1274,1274,1192.4,1204.85,INE321D01016
506590,PHIL.CARBON ,B ,Q,1260,1294.95,1180,1209.55,INE602A01015
506597,AMAL PRODUCT,X ,Q,172,180.9,172,176.3,INE841D01013
506605,POLYCHEM    ,X ,Q,395,395.2,395,395.2,INE752B01024
506618,PUN.CHEM    ,B ,Q,431,437,430,437,INE277B01014
506642,SADHANA NITR,XT,Q,189.3,189.3,180,189.3,INE888C01016
506655,SUDARSH.CHEM,B ,Q,461,462.7,424.8,446.85,INE659A01023
506685,ULTRAMARINE ,X ,Q,357,360.95,349,350.45,INE405A01021
506687,TRANSPEK    ,X ,Q,1329.9,1329.9,1250,1259.55,INE687A01016
506690,UNICHEM LAB ,B ,Q,360,362,358.5,358.9,INE351A01035
506720,ZANDUREALTY ,T ,Q,2150.05,2227,2101,2170.75,INE719A01017
506734,MYS PETRO   ,X ,Q,145,145,136.1,142,INE741A01011
506767,ALKYL AMINES,B ,Q,729.5,740.75,692.8,704.4,INE150B01021
506808,TUTICORIN.  ,XT,Q,13.5,14,13.3,13.3,INE400A01014
506820,ASTRAZEN.PH.,B ,Q,1118,1141,1118,1133.5,INE203A01020
506852,PUN.ALKALI  ,XT,Q,21.05,23.25,21.05,23.25,INE607A01014
506854,TANFAC IND. ,XT,Q,118.45,121.25,115.5,117.4,INE639B01015
506858,GUJ.PETRO   ,XT,Q,33.2,33.2,30.35,30.35,INE636P01011
506863,SWADESHI IND,X ,Q,2.31,2.31,2.31,2.31,INE716M01026
506879,GUJ.THEMIS. ,X ,Q,51.25,52.9,50,51.9,INE942C01029
506910,JAYSN DYEST ,X ,Q,81,81,76,78.75,INE703C01025
506919,MAKERS LAB. ,X ,Q,92.6,96,89.25,90.35,INE987A01010
506943,J.B.CHEMICAL,B ,Q,308.25,311.4,304,307.25,INE572A01028
506981,BL.CHIP TEX ,X ,Q,137,138,135.05,137.45,INE472D01017
507155,JAGATJIT IND,XT,Q,99.6,100,94.65,94.65,INE574A01016
507180,KESAR ENT.  ,B ,Q,61.55,63.8,58.25,58.9,INE133B01019
507205,TILAKNAG IND,T ,Q,19,19.35,18.9,19.25,INE133E01013
507315,SAKTHI SUGAR,B ,Q,24,24.25,22,22.8,INE623A01011
507410,WALCHANDNGR ,B ,Q,206,222,206,211.4,INE711A01022
507435,KHOD.INDIA  ,XT,Q,70,72.95,70,71,INE687B01014
507438,IFB AGRO    ,T ,Q,800,815,776.05,779.85,INE076C01018
507442,DHARANI SUG ,B ,Q,25.7,26.75,25,25.35,INE988C01014
507450,THIRU A.SUG.,B ,Q,53,54,51,51.8,INE409A01015
507474,KOTHARI FERM,X ,Q,53.2,53.2,49.8,51,INE991B01010
507488,G.M.BREWERI ,B ,Q,890,915,873.45,880.8,INE075D01018
507490,RANA SUGARS ,B ,Q,6.55,7.1,6.55,6.91,INE625B01014
507498,PICCADILY SU,X ,Q,7.27,7.9,7.27,7.84,INE544C01023
507506,GIRDHAR. SUG,P ,Q,13.04,13.04,13.04,13.04,INE310M01010
507508,RIGA SUGAR  ,X ,Q,13.6,13.78,12.8,13.78,INE909C01010
507514,SOM DISTILL.,B ,Q,246.3,257.65,245.15,247.95,INE480C01012
507525,AMRIT CORP  ,XT,Q,1178,1302,1178,1302,INE866E01026
507526,ASSO.ALCOHOL,X ,Q,251,267.95,251,256.9,INE073G01016
507552,FOODS & INNS,X ,Q,1435,1435,1137.1,1292.8,INE976E01015
507580,IVP LIMITED ,B ,Q,191,191,189.2,189.2,INE043C01018
507598,KLRF LTD    ,X ,Q,77.05,80,76,76.75,INE014E01015
507609,OLYMPIC OIL ,XT,Q,172.95,172.95,160,160,INE286E01019
507621,MILKFOOD    ,X ,Q,371.05,373.9,371.05,371.75,INE588G01013
507645,POLSON LTD. ,XT,Q,21097.1,21097.1,21097.1,21097.1,INE339F01021
507685,WIPRO LTD.  ,A ,Q,307,308.95,301.55,304.65,INE075A01022
507690,ORIENT BEVER,X ,Q,106.9,111.15,101,110,INE247F01018
507717,DHAN AGRI   ,B ,Q,770,784.25,749,755.6,INE435G01025
507747,TTK HEALTHCA,B ,Q,847,847,820,827.7,INE910C01018
507753,TGVSL       ,X ,Q,63.8,65,62.2,62.45,INE284B01028
507759,LIME CHEM.  ,Z ,Q,63,65.9,60.25,65.8,INE891G01011
507779,KANPUR PLAST,X ,Q,145,149.75,144,144.55,INE694E01014
507785,TAINWALA CH.,B ,Q,107,107,106.5,106.5,INE123C01018
507789,JAGSON PHAR ,B ,Q,34.65,35.65,34.4,35,INE048B01027
507794,KHAITAN CHEM,ST,Q,17.6,18.75,17.6,18.05,INE745B01028
507813,NATI. OXYGEN,X ,Q,43,45,43,45,INE296D01010
507815,GILLETTE (I),B ,Q,6689.95,6689.95,6551,6554.8,INE322A01010
507817,WIRES FABRIK,X ,Q,126.95,126.95,126,126,INE469D01013
507828,ANSAL HOUS. ,B ,Q,27.9,28.8,27.6,28.05,INE880B01015
507833,COMPUTER PNT,X ,Q,1.2,1.2,1.2,1.2,INE607B01012
507864,PION INVEST ,X ,Q,45.25,49.75,45.2,47.2,INE746D01014
507872,ASHNOOR TEX.,XT,Q,23.15,24.3,22.05,24.3,INE372I01018
507878,UNITECH LTD ,B ,Q,8.68,8.85,8.4,8.45,INE694A01020
507880,VIP INDUS.  ,A ,Q,340,345.3,333.65,340.65,INE054A01027
507910,FIBERWB IN  ,X ,Q,168,170.3,165.75,169.5,INE296C01020
507912,LKP FIN     ,X ,Q,117,121,115.65,117.4,INE724A01017
507944,BAJAJ STEEL ,XT,Q,203.9,205,195.1,195.1,INE704G01016
507948,KEY CORP.LTD,XT,Q,32,32,32,32,INE130F01016
507960,GUJ.HOTELS  ,X ,Q,127.15,130,127.15,128.9,INE621C01011
507970,PARA. COSMET,XT,Q,35.8,35.8,35.8,35.8,INE143I01013
507981,JINDAL HOTL ,X ,Q,77.1,77.1,71.25,76.5,INE726D01016
507998,SIMMONDS-MAR,X ,Q,110,117.9,106.6,109.55,INE657D01021
508136,BNALTD      ,X ,Q,274.5,274.95,268,268,INE489D01011
508486,HAWKINS COOK,B ,Q,3114.5,3159,3064.75,3084.05,INE979B01015
508494,WARREN TEA  ,ST,Q,118,120,115.7,116,INE712A01012
508664,BEST E.HOTEL,XT,Q,72.9,73,72.8,72.8,INE553F01035
508807,IST LTD.    ,XT,Q,1055.1,1120,1055.1,1119,INE684B01011
508814,COSMO FILMS ,B ,Q,356,356,349.05,350.2,INE757A01017
508869,APOLLO HOSP.,A ,Q,1140.6,1173,1140.6,1161.6,INE437A01024
508875,NITINCAST   ,XT,Q,180,180,176,176,INE861H01012
508905,SMIFS CAPITA,X ,Q,55.95,57.15,52.6,55.1,INE641A01013
508906,EVEREST INDS,B ,Q,569,577.05,548,554.75,INE295A01018
508922,MSR INDIA   ,X ,Q,36.2,39.55,35.65,36.65,INE331L01026
508933,AYMSYNTEX   ,B ,Q,63.6,65,62,62.5,INE193B01039
508941,PANASON CAR ,X ,Q,696.8,710,661.15,669,INE013E01017
508969,SULABH ENG. ,X ,Q,11.85,11.85,11.85,11.85,INE673M01029
508989,NAVNETEDUL  ,B ,Q,140,148,140,146.65,INE060A01024
508996,SATPROP LTD ,ST,Q,7.34,7.34,6.8,6.82,INE086E01021
508998,STERL INTER ,XT,Q,2.33,2.33,2.33,2.33,INE696C01021
509009,AUSOM ENT   ,B ,Q,81,83,77.8,78.25,INE218C01016
509020,RUCHI INFRA.,T ,Q,5.29,5.29,4.95,5.09,INE413B01023
509048,LANCOR HOLDS,X ,Q,31,32.75,30.2,32.15,INE572G01025
509051,INDIAN INFO.,ST,Q,0.19,0.19,0.19,0.19,INE300B01022
509053,BANAS FIN.  ,X ,Q,4.86,4.86,4.86,4.86,INE521L01030
509055,VISAKA IND. ,B ,Q,740.05,754.95,732,743.6,INE392A01013
509077,PRESSMN     ,B ,Q,65.5,68.6,65.5,66.7,INE980A01023
509079,GUFIC BIO SC,B ,Q,125,125,121,121.5,INE742B01025
509084,PHOTON CAP  ,ST,Q,44.1,44.1,44.1,44.1,INE107J01016
509148,GOVIND RUBB.,X ,Q,20.7,20.85,20,20.15,INE011C01015
509152,GRPLTD      ,B ,Q,1547.1,1556,1525,1542.4,INE137I01015
509162,INDAG RUBBER,X ,Q,178,180,173,177.8,INE802D01023
509196,M.M.RUBBER  ,P ,Q,54,54,51.8,51.9,INE159E01026
509220,PTL LTD     ,T ,Q,56.5,56.5,55.15,55.7,INE034D01031
509243,TVS SRICHAKR,B ,Q,3400.05,3640,3375,3556.55,INE421C01016
509438,BENARES HOT ,XT,Q,1139.05,1170,1139.05,1170,INE664D01019
509449,BHAGWATI OXY,XT,Q,37.15,37.15,37.15,37.15,INE026I01010
509472,CRAVATEX    ,X ,Q,385,400,385,399,INE145E01017
509480,BERGE PAINT ,A ,Q,251.7,252.85,245,250.1,INE463A01038
509486,CAPRIHANS   ,X ,Q,104.9,105,101,101.2,INE479A01018
509488,GRAPHITE IN.,B ,Q,809,813.65,756,759.75,INE371A01025
509496,ITDCEM      ,B ,Q,205.75,206.95,202,204.25,INE686A01026
509525,EMPIRE IND. ,B ,Q,2399,2399,2229,2291.7,INE515H01014
509546,GRAVISS HOSP,ST,Q,21.2,23.35,21.2,23.35,INE214F01026
509550,GAMMON INDIA,Z ,Q,6.35,6.54,6.2,6.45,INE259B01020
509557,GARWARE WALL,B ,Q,1010.3,1026,997.95,1020.25,INE276A01018
509563,GARWA.MARINE,XT,Q,4.15,4.15,4.15,4.15,INE925D01014
509567,GOA CARBON  ,B ,Q,952,963.2,910,918.15,INE426D01013
509597,HARDCASTLE  ,X ,Q,469.95,469.95,438,438,INE722D01015
509627,HIND.DORR   ,T ,Q,7.58,7.94,7.58,7.6,INE551A01022
509631,HEG LIMITED ,B ,Q,2861.5,2914.6,2717.45,2718.9,INE545A01016
509635,HIND.COMPOSI,B ,Q,470.7,487,470,475.35,INE310C01029
509675,HIL         ,B ,Q,1784,1794.6,1718.45,1736.05,INE557A01011
509692,IND.CARD    ,B ,Q,185,186,184.1,186,INE061A01014
509709,INT.CONVEYOR,XT,Q,25.8,26.4,24.7,26.4,INE575C01027
509715,JAYSHRE TEA ,T ,Q,102,103,99.45,101.85,INE364A01020
509820,PAPERPROD   ,B ,Q,324.75,324.75,321,321.05,INE275B01026
509874,SHALIMAR PAI,B ,Q,186.9,192.9,186.5,188.55,INE849C01026
509895,HIND MILLS  ,X ,Q,326,326.1,324,324.1,INE832D01020
509930,SUPREM IND  ,A ,Q,1267.95,1329,1217,1303.6,INE195A01028
509945,THACKER     ,XT,Q,173,174,173,174,INE077P01034
509966,VST INDUS.  ,B ,Q,3275.05,3340,3250,3250.05,INE710A01016
510245,SWASTI VINAY,X ,Q,4.86,4.86,4.5,4.7,INE804A01025
511012,YAMINI INVES,XT,Q,6.5,6.5,6.29,6.29,INE457N01025
511034,JINDAL DRILL,B ,Q,186,194.95,185.7,187.95,INE742C01031
511064,APLAYA      ,X ,Q,4.78,4.78,4.78,4.78,INE099M01027
511066,SAKTHI FIN. ,X ,Q,36.65,39.4,36.65,37.9,INE302E01014
511072,DEWAN H.FIN.,A ,Q,588.1,594.45,579.3,583.35,INE202B01012
511076,SAT IND LTD ,X ,Q,41.95,41.95,39.5,39.5,INE065D01027
511092,JMDVL       ,X ,Q,22.4,22.8,22.4,22.8,INE047E01031
511108,SHIVA TEXYAM,B ,Q,619.8,619.8,591.05,592,INE705C01020
511116,QUADRANT    ,XT,Q,1.95,2.03,1.95,2.03,INE527B01020
511122,FIRST CUSTO.,XT,Q,27.2,27.2,27.1,27.1,INE609B01018
511131,KAMAN HSG   ,XT,Q,19.75,20.5,19.75,19.75,INE344D01018
511144,ASYAINFO    ,X ,Q,43,43,39.25,40.7,INE520G01016
511147,WALL ST.FIN.,XT,Q,40.5,41.45,38.7,39.05,INE549D01012
511176,PARSHWANA   ,XT,Q,17.95,17.95,17.95,17.95,INE635I01018
511196,CANFIN HOMES,A ,Q,452.15,453.05,445,449.6,INE477A01020
511208,IL & FS INVE,B ,Q,24,24.6,22.85,23.05,INE050B01023
511218,SHRIRAM TRAN,A ,Q,1380,1404.95,1357,1377.85,INE721A01013
511243,CHOLAFIN    ,A ,Q,1310,1324,1278.75,1285.9,INE121A01016
511276,MEFCOM AGRO ,X ,Q,4.74,4.74,4.74,4.74,INE188C01011
511288,GRUH FINANCE,A ,Q,571.35,593.25,565,583.3,INE580B01029
511333,VLS FINANCE ,B ,Q,91.5,91.5,87.45,88,INE709A01018
511355,IND CEM CAP ,X ,Q,5.9,6.03,5.47,5.72,INE429D01017
511359,AD-MANUM FIN,X ,Q,35,37,30.8,35.95,INE556D01017
511389,VIDEOCON IND,A ,Q,17.95,18.8,17.95,18.6,INE703A01011
511391,INTER GLOB F,XT,Q,27.5,27.5,24.95,27.35,INE661M01016
511411,SHRISTINFRA ,X ,Q,291.5,293,287,289,INE472C01027
511413,CREST       ,B ,Q,221.15,233,220,228.75,INE559D01011
511431,VAKRANGEE   ,A ,Q,440.8,447.5,365.35,365.35,INE051B01021
511447,SYLPH TECH  ,X ,Q,6.27,6.27,6.27,6.27,INE706F01013
511451,DHARANI FIN.,XT,Q,15.91,16.55,15.91,16,INE899D01011
511463,ALEXANDER   ,X ,Q,21.9,22,20.35,20.65,INE191N01012
511473,IND.BANK MER,B ,Q,32.8,32.8,30.25,30.7,INE841B01017
511501,BHARAT BHUSH,X ,Q,21,21,20.15,20.15,INE900A01013
511505,CAPITAL TRUS,B ,Q,500,500,497.95,498,INE707C01018
511509,VIVO BIO TEC,XT,Q,50,50,49.9,50,INE380K01017
511523,VEERHEALTH  ,X ,Q,17.5,17.5,16.05,16.6,INE882C01035
511533,SAHARA HOUSG,X ,Q,70.1,72.95,69,72.95,INE135C01012
511543,GSB FINANCE ,X ,Q,10.45,10.45,10.45,10.45,INE777C01011
511551,MONARCH     ,X ,Q,82.9,85,82.9,83.2,INE903D01011
511557,PRO FIN CAP.,XT,Q,223.75,229.4,223.75,225.9,INE732K01019
511559,TIMES GUARAN,B ,Q,64.05,65.05,61.7,62.65,INE289C01025
511571,SOMDATT FIN ,XT,Q,5.84,5.84,5.4,5.45,INE754C01010
511577,SAVANI FIN. ,XT,Q,9.68,9.68,9.68,9.68,INE304E01010
511589,AVONMORE    ,X ,Q,37.15,38.5,36.25,36.55,INE323B01016
511605,ARIHANT CAP.,X ,Q,168.8,168.8,160.8,162.1,INE420B01028
511609,ISL CONSULT ,X ,Q,19.35,22,19.35,20,INE569B01014
511611,DCM FINANCIA,B ,Q,3.28,3.28,3.28,3.28,INE891B01012
511626,R R FINANCE.,X ,Q,12.26,12.26,12.26,12.26,INE229D01011
511628,IMCAP       ,X ,Q,63,71,60,68.85,INE417D01012
511630,SAMBHAAV MED,B ,Q,12.6,12.75,12.35,12.5,INE699B01027
511654,SUGAL DAM   ,X ,Q,17,17,17,17,INE309D01011
511658,NETTLINX LTD,X ,Q,85.6,92.5,85.6,91.65,INE027D01019
511672,SCANSTL     ,XT,Q,19,19.95,19,19.95,INE099G01011
511676,GIC HOUSING ,A ,Q,431,434.25,418,422.55,INE289B01019
511692,AJCON GLOBAL,X ,Q,39.3,39.3,39.3,39.3,INE759C01019
511702,PARSHARTI IN,X ,Q,5.7,5.7,5.16,5.16,INE290E01011
511706,ACTION FIN. ,ST,Q,8.97,8.99,8.97,8.98,INE357A01032
511724,BAID LEASING,X ,Q,193.9,193.9,175,183.35,INE020D01014
511726,VIPUL LTD   ,B ,Q,74.75,75,74,74.55,INE946H01037
511728,KZ LEAS FIN.,XT,Q,11.53,11.53,11.53,11.53,INE006C01015
511736,USHDEV INTNL,ST,Q,2.05,2.15,2,2.14,INE981D01025
511740,MEHTA HOUSIN,XT,Q,9.11,9.11,9.11,9.11,INE239B01014
511754,SHALIB.FINAN,X ,Q,140.5,150,133.2,138.35,INE861D01011
